L= 50  beta= 1.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t 	 E 	 mag_x 	 mag_z 	 corr 	 err
4.55	-0.9884657452468542	-0.009984113485810915	1668766066339092e-28	1884919011812292e-39	4418802292586089e-22
4.6	-0.9884663946514494	-0.009987179517216602	20090212595347204e-29	4522739637280269e-39	6960731290312885e-22
4.65	-0.9884672374454984	-0.009991523636489705	23505929243105567e-29	9017630142902429e-39	10832808090152197e-22
4.7	-0.9884684257097649	-0.009997064067396335	2658905316189151e-28	2129160585913255e-38	16615517217484665e-22
4.75	-0.9884701806596954	-0.01000375493992782	2883142693075988e-28	5989985328081699e-38	2507848245693412e-21
4.8	-0.9884727808769003	-0.01001166179674734	2945122311343831e-28	19886023379180031e-38	3720012171955121e-21
4.85	-0.9884765762705835	-0.010021033181006821	2731368333573994e-28	7948039088842725e-37	5411393051344047e-21
4.9	-0.9884820620041673	-0.010032357009813784	20451149126592205e-29	3679167906720698e-36	7695072671035996e-21
4.95	-0.9884900708721354	-0.01004639316646951	5525891866036399e-29	15198234147708603e-36	10673106980039005e-21
5	-0.9885020895853465	-0.010064179558107024	-23294892098518975e-29	3656171722616346e-35	1448064737121895e-20

L= 50  beta= 0.3  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t 	 E 	 mag_x 	 mag_z 	 corr 	 err
0.05	-27.35035557739408	-0.27587752207559296	10754812060741872e-29	-2006011395110234e-29	14267093867616263e-35
0.1	-27.382577062590777	-0.27589081266611126	10556408123741893e-29	-2004985368942587e-29	7655762522915293e-37
0.15	-27.445442884470644	-0.2759276667394708	9962982098809694e-29	-20038198237303224e-30	22679864628122954e-37
0.2	-27.554554604798977	-0.2760121750779073	9830556586419422e-29	-20023463081129738e-30	48336118834833253e-36
0.25	-27.722026761173336	-0.27618371383104573	9174410224630089e-29	-20002648741278292e-30	7732989177650062e-35
0.3	-27.94719318100258	-0.27649819152238175	868065341641578e-28	-19971131216415887e-30	22239698552156683e-35
0.35	-28.207960086792674	-0.2770224284035757	8215644827102822e-29	-1992278824598832e-29	2426367076897606e-34
0.4	-28.45931820499937	-0.27781890798290637	7624117197005497e-29	-19850941609589487e-30	2332616821812975e-34
0.45	-28.64379249394505	-0.2789222576603215	6831705377749727e-29	-19750255638014288e-30	12876750171898457e-35
0.5	-28.711931055749055	-0.28031463696313996	617185179881354e-28	-19619109196602457e-30	28473120683794865e-35
0.55	-28.643265219659312	-0.28191100094443255	5302023931986218e-29	-19461262984561203e-30	21177625749650054e-35
0.6	-28.45581902700745	-0.2835632124225591	4507478771807429e-29	-19285719604539724e-30	188606527009694e-33
0.65	-28.198236700639125	-0.28508418035091054	3961478773450941e-29	-19104599266126307e-30	2623974173024537e-34
0.7	-27.929156076937016	-0.2862842902798941	3352651852279883e-29	-18930195672311923e-30	6980964788152257e-35
0.75	-27.695686667466028	-0.2870079778123465	27868825689610666e-30	-1877260357391996e-29	31766932754147113e-35
0.8	-27.521606084277238	-0.28716018950898825	22709678626919897e-30	-18638589605384173e-30	2220097193460116e-34
0.85	-27.408174868408423	-0.28671806745376005	17404472708096275e-30	-1853151526029728e-29	18739159858313686e-35
0.9	-27.342958635796126	-0.28572862023154627	13075524664626376e-30	-18451790996857947e-30	2755561185092685e-34
0.95	-27.309671675001063	-0.28429620168642156	1141887975489261e-29	-1839751900669055e-29	4078637671877278e-34
1	-27.29452704174748	-0.2825642619645331	10470024656836848e-30	-18365123685200265e-30	3150377374642852e-34
1.05	-27.28836976539359	-0.2806951095352916	7932839589690172e-30	-1834996975855668e-29	2883055534665096e-34
1.1	-27.28613189721173	-0.27885036418728293	7909105873599979e-30	-1834695780412346e-29	3393819290257473e-34
1.15	-27.28540762446181	-0.27717392766092386	742730805237503e-29	-18350970460243434e-30	35248410342157425e-35
1.2	-27.285201762141824	-0.27577872895709427	7608897495708409e-30	-18357401609427353e-30	19590332371491571e-35
1.25	-27.285151849038876	-0.27473807767317604	9904247123847019e-30	-1836239580326952e-29	30709920213174315e-35
1.3	-27.2851408230595	-0.27408203900026107	10736888319496174e-30	-1836309255263619e-29	30958843646258694e-35
1.35	-27.28513509772609	-0.273798774918373	1098396486285366e-29	-183577119540215e-28	36556983581142187e-35
1.4	-27.285126348310158	-0.27384030752173893	14076210971783427e-30	-18345529655195123e-30	27059375270107866e-35
1.45	-27.28511324290224	-0.2741317208879178	12653347331790463e-30	-1832675321221393e-29	3768153883304902e-34
1.5	-27.285096364000278	-0.27458249519816913	1471407080586388e-29	-1830230748831572e-29	4184209453402516e-34
1.55	-27.28507690922011	-0.2750985069477654	1747853754202912e-29	-18273646912576987e-30	38588325503293897e-35
1.6	-27.28505633200071	-0.2755932500933195	20136775203307252e-30	-1824241583316572e-29	37161236376363575e-35
1.65	-27.285036181187287	-0.27599702593596864	22991715194331453e-30	-18210294465194623e-30	3795124033455084e-34
1.7	-27.28501797513244	-0.2762631827369929	26961842467805427e-30	-18178713382011162e-30	39399815440857636e-35
1.75	-27.285003084374146	-0.2763709110533522	27698109289780175e-30	-18148833274599034e-30	37708249781099026e-35
1.8	-27.284992625968915	-0.276324559647723	27126204256481906e-30	-18121383704306622e-30	41321143552154484e-35
1.85	-27.284987377226734	-0.27614987013143333	27749992794199635e-30	-18096705411830563e-30	392164408925295e-33
1.9	-27.284987715980897	-0.2758878830114308	26733979432571126e-30	-18074793130500446e-30	34761819767611767e-35
1.95	-27.284993592480625	-0.2755875031096421	2765800646818941e-29	-18055386000706502e-30	38406105530231965e-35
2	-27.285004535387174	-0.27529780543157345	25494621946013198e-30	-1803807879059976e-29	39194134052741047e-35
2.05	-27.285019691444134	-0.2750611101244694	23074812501985305e-30	-18022423146506327e-30	40030349549642157e-35
2.1	-27.285037895532156	-0.27490767294455565	21991655934961856e-30	-18008061593699386e-30	38619922714762084e-35
2.15	-27.285057765233137	-0.27485255751951937	23598458588610128e-30	-17994702131461183e-30	41721060478545707e-35
2.2	-27.285077811954054	-0.27489492062574716	24356582926093748e-30	-17982288616232228e-30	3850388987732866e-34
2.25	-27.285096559306172	-0.27501959953006805	22816563655901152e-30	-1797083954044962e-29	41211916160462344e-35
2.3	-27.285112658898328	-0.27520058723454177	21195560260818757e-30	-1796058072613163e-29	3772155667251207e-34
2.35	-27.285124994022333	-0.2754057554282818	2046673389200722e-29	-17951650542679487e-30	4032633587040765e-34
2.4	-27.28513276288369	-0.2756020617330067	19447598184262962e-30	-17944275871512952e-30	37862994207436136e-35
2.45	-27.28513553486743	-0.2757604676794775	2172435856847202e-29	-1793852337239205e-29	4074887293293622e-34
2.5	-27.285133275744677	-0.2758598910473815	19407394084645884e-30	-17934420493017977e-30	42004279384418264e-35
2.55	-27.28512634041613	-0.2758897006603906	15726013200121628e-30	-17931516530735975e-30	4893744987574684e-34
2.6	-27.2851154345307	-0.2758505025220248	1468045072310322e-29	-17929531669362995e-30	13955693355791176e-34
2.65	-27.28510154892203	-0.2757532263570944	13470466770644616e-30	-17927796884378094e-30	3981950180912538e-33
2.7	-27.285085872936733	-0.2756167636421358	11055142785906662e-30	-17925578851123746e-30	11123067019313365e-33
2.75	-27.285069694331305	-0.2754645991739288	1112265514595236e-29	-17922097830869505e-30	3043435896251178e-32
2.8	-27.28505429429543	-0.27532099423897194	1098825477801417e-29	-1791660723208185e-29	8157985462730365e-32
2.85	-27.28504084627643	-0.27520730848558644	9556903448543056e-30	-1790847129809462e-29	2142036458783567e-31
2.9	-27.285030326697225	-0.27513899059229685	8399330087494631e-30	-17897230860742932e-30	5509771221359263e-31
2.95	-27.285023444383004	-0.27512363785416694	8355824429501714e-30	-17882656685821838e-30	13844749079352253e-31
3	-27.28502059374988	-0.2751603446395784	8971896402584534e-30	-1786482878049523e-29	3380689812853963e-30
3.05	-27.285021834681263	-0.2752403580271526	9820744422019125e-30	-1784424294255183e-29	8125275913471669e-30
3.1	-27.285026899745986	-0.27534886610375064	9289490866943354e-30	-17821728516869407e-30	19520491439402648e-30
3.15	-27.28503522718432	-0.2754675878297612	9430877902270362e-30	-17798345342087467e-30	4651554254397011e-29
3.2	-27.285046016076926	-0.2755777338538258	10997444558517776e-30	-17775519022998747e-30	1092913013037796e-28
3.25	-27.285058298495088	-0.2756628766694763	8765358717177506e-30	-17755211721530077e-30	25233812818998643e-29
3.3	-27.28507102228584	-0.2757113070140722	1005477441024649e-29	-17740254245489425e-30	5703802919933637e-28
3.35	-27.28508313757426	-0.27571755222236094	11330186179836179e-30	-17735197521092423e-30	12551647714252124e-28
3.4	-27.285093680045016	-0.275682873825693	9965745989353757e-30	-17748041697245956e-30	26745657311678504e-28
3.45	-27.285101844617657	-0.27561472309384677	11388551720298573e-30	-17791352120490333e-30	5522285383786833e-27
3.5	-27.285107044119837	-0.27552528970037893	10589512649182888e-30	-17878674282635654e-30	11132380512020875e-27
3.55	-27.285108948953575	-0.27542940739661304	10826742742904819e-30	-18021328566720902e-30	22211269827923934e-27
3.6	-27.285107505366454	-0.2753421637973539	10200602848348703e-30	-1823510649397188e-29	4388312031400395e-26
3.65	-27.285102931661335	-0.27527658892361473	11632992242091587e-30	-18542975981576564e-30	8415748364918637e-26
3.7	-27.285095693351188	-0.27524176750032536	10067123433541588e-30	-18972976323911514e-30	1519053881238709e-25
3.75	-27.285086459885218	-0.27524164018411734	8055535168858556e-30	-1956080953435807e-29	26509665079000863e-26
3.8	-27.285076047304898	-0.2752746431478227	703767754679786e-30	-20367114214970025e-30	46517671683363695e-26
3.85	-27.285065351009095	-0.2753342025570989	-16906583542706904e-30	-21489110792717325e-30	7950865723832883e-25
3.9	-27.285055274547332	-0.27540997089581026	-5273171740965596e-29	-22942082359389237e-30	13376400486906851e-25
3.95	-27.285046660086593	-0.2754895855079893	-12271789313954258e-29	-2457979659261587e-29	2205412564718056e-24
4	-27.28504022355043	-0.27556066051960193	-26303968941931073e-29	-26182203333755162e-30	35036700296653236e-25
4.05	-27.285036502034075	-0.27561270065219184	-5505663895479339e-28	-27649232880459512e-30	5371282930384207e-24
4.1	-27.285035816077645	-0.2756386509343138	-1144242744456899e-27	-28809616211126e-27	7991771315281897e-24
4.15	-27.285038250541106	-0.2756358637191476	-2094215744600836e-27	-3010581474413847e-29	1165628741202911e-23
4.2	-27.285043657430467	-0.2756063626002297	-21305270705484497e-28	-3272747677743823e-29	169754767671894e-22
4.25	-27.285051683759974	-0.27555639616845357	4218559172231738e-27	-380790703767508e-28	24966393458271797e-24
4.3	-27.285061798619196	-0.2754953832052379	2908703687312235e-26	-462886876701917e-28	3680488808161262e-23
4.35	-27.28507334635566	-0.275434440235004	9163351278949177e-26	-56040475587204086e-30	5446434173094414e-23
4.4	-27.285085674719284	-0.2753847439559048	21325834575426623e-26	-6683120582062818e-29	8209300396729282e-23
4.45	-27.28509828167851	-0.27535600175835784	4051173736110898e-25	-78213679544073e-27	12636938070012306e-23
4.5	-27.28511093316716	-0.27535527857695136	6537210690366457e-25	-8970640052005641e-29	19653483561046418e-23
4.55	-27.285123811593742	-0.2753863686617317	9114286695154015e-25	-10195186528159811e-29	3053756731311216e-22
4.6	-27.285137695160756	-0.27544981591274204	10958010441682057e-25	-1159442928997166e-28	4698079809617078e-22
4.65	-27.285154176635125	-0.27554358319575806	10954224602502394e-25	-13202098689565368e-29	7101622619491006e-22
4.7	-27.285175938389507	-0.27566425971358965	7795655823115918e-25	-14982547768555388e-29	10480243562053943e-22
4.75	-27.28520702269128	-0.27580861061132544	9290855836704011e-27	-17166868475530844e-29	15156382373073502e-22
4.8	-27.28525308528546	-0.27597529233280294	-13565412290495673e-25	-21324621372883161e-29	21729658274262333e-22
4.85	-27.285321742151964	-0.27616659334373006	-34670908655997228e-25	-3115776699246736e-28	3094777390058263e-21
4.9	-27.285422875767118	-0.27638992950828845	-6493085051300957e-24	-5269592371468707e-28	4350121476077109e-21
4.95	-27.28556892985194	-0.27665879211854333	-10637785320750535e-24	-9341092835901163e-28	60129545405390735e-22
5	-27.285775441941368	-0.2769930713870029	-16141140655412426e-24	-15651455991169026e-28	8192198635744953e-21

L= 50  beta= 4.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t 	 E 	 mag_x 	 mag_z 	 corr 	 err
0.05	-62.935672983171315	-0.6324789977653951	-11364520435819259e-29	-0.05168315732036413	3115888801618154e-34
0.1	-63.010984822534226	-0.6325187251385818	-1150572692676377e-28	-0.051675300477574154	3461192086655812e-34
0.15	-63.15790181396366	-0.6326283818411961	-1162091256556863e-28	-0.05166284813828466	3731429030563943e-34
0.2	-63.41289070719053	-0.6328802427362579	-11328438187518941e-29	-0.05164111120791551	4054972560478623e-34
0.25	-63.80429823527295	-0.633393385923047	-1199942922802677e-28	-0.051602008186895226	38706858330450913e-35
0.3	-64.33065855593645	-0.634338859418655	-11619177842092654e-29	-0.05153324642474802	3043514422327388e-34
0.35	-64.94048451530472	-0.6359252576106813	-11507114705544552e-29	-0.0514186326462885	3603327857919442e-34
0.4	-65.52869395459356	-0.6383562707445269	-11688913725826922e-29	-0.05124050284275166	4258878074996693e-34
0.45	-65.9608070507355	-0.6417633298592256	-12011572292358608e-29	-0.05098466634153878	39234546225309843e-35
0.5	-66.1206056010543	-0.6461331070662861	-11627157570082147e-29	-0.05064661063700396	36492983509845306e-35
0.55	-65.95917745165613	-0.6512608668832867	-1175413932852365e-28	-0.05023591685200739	28512989061375623e-35
0.6	-65.51764777106547	-0.6567557967433557	-112791720408012e-27	-0.04977588375072084	3923889287441638e-34
0.65	-64.90946965016786	-0.6621030115325038	-10659528815182284e-29	-0.049298053931114055	21630496707288618e-35
0.7	-64.27252809096137	-0.6667617233649703	-10121764537629474e-29	-0.048834543903329246	3278785857721774e-34
0.75	-63.71846807948204	-0.6702659770150273	-98879238130678e-27	-0.04841185141048329	38198262724805244e-35
0.8	-63.30433608291701	-0.6722990574809988	-9479222962127665e-29	-0.04804791001720608	36944050071432366e-35
0.85	-63.03388578063219	-0.6727282814392391	-86014528832834e-27	-0.047751896396970805	3954464565566932e-34
0.9	-62.8780950400403	-0.6716023636761201	-7992911887910736e-29	-0.04752544285292511	34655890198949055e-35
0.95	-62.79845741005525	-0.6691222181912653	-6979486433245086e-29	-0.04736427058001308	3855370599220483e-34
1	-62.76218778604648	-0.665597532259391	-7265368862086063e-29	-0.0472598440023569	2827816096798103e-34
1.05	-62.74743716173229	-0.6613988655302194	-6743217095817045e-29	-0.04720094414688297	31777881849295116e-35
1.1	-62.74208089192165	-0.6569116274611776	-4745162596186958e-29	-0.04717511962223607	35070999279883e-32
1.15	-62.74035405546975	-0.6524957802615867	-46917331131268725e-30	-0.04716996687774225	3283291992113005e-34
1.2	-62.73986969809384	-0.6484537056456332	-5449460327433542e-29	-0.04717419023885798	3808948218769977e-34
1.25	-62.7397579721086	-0.6450078605931706	-5670464098272987e-29	-0.04717840055144164	35424361224352106e-35
1.3	-62.73973770330798	-0.6422891211167574	-6026429355543428e-29	-0.04717562369028322	33693497684229544e-35
1.35	-62.73972795485651	-0.6403358484587867	-56517290847324375e-30	-0.04716150834043935	3560467890576402e-34
1.4	-62.73970841486701	-0.6391027413859371	-50112691774018003e-30	-0.04713424628437767	35275187390765703e-35
1.45	-62.739675637022934	-0.6384776135758539	-6073613834089997e-29	-0.04709424507792233	3910127744838365e-34
1.5	-62.73963090519321	-0.6383035157245702	-696491475604688e-28	-0.04704361681174338	3850985025736991e-34
1.55	-62.73957713890104	-0.6384032193926164	-6672440377997191e-29	-0.04698556168521292	40496413271931307e-35
1.6	-62.73951803581795	-0.6386030432773295	-6617623116156324e-29	-0.0469237299280584	348781375562158e-33
1.65	-62.73945767879336	-0.6387533238057118	-652811138479592e-28	-0.04686163929325792	40867591977067744e-35
1.7	-62.739400215703995	-0.6387434533886593	-7117223477237644e-29	-0.046802209801512895	3959845609353725e-34
1.75	-62.739349551483244	-0.6385102380403038	-8611861224139261e-29	-0.04674745605739458	3849257347143291e-34
1.8	-62.739309061224006	-0.6380392466451112	-9122563815466833e-29	-0.046698353383760306	3700247469345195e-34
1.85	-62.73928134475017	-0.637359716804706	-8867212519803047e-29	-0.04665487030763401	4055224736417878e-34
1.9	-62.73926804189455	-0.6365343369708305	-91100738064398e-27	-0.046616141085970716	3979588930240019e-34
1.95	-62.73926972309048	-0.6356457553035215	-8704495457756423e-29	-0.046580735701781215	40733682578820063e-35
2	-62.739285863698825	-0.6347819198577486	-868229099726392e-28	-0.04654697826301851	3936453053702562e-34
2.05	-62.73931490353634	-0.6340223184523296	-8558778685774371e-29	-0.046513262510244416	41695590901922685e-35
2.1	-62.7393543860008	-0.6334268844945706	-8065423329206567e-29	-0.04647831920824179	3823271277112852e-34
2.15	-62.739401164631786	-0.6330288248581994	-8449144162092637e-29	-0.04644140105421027	4114651743375701e-34
2.2	-62.739451659492495	-0.6328319891334472	-8366224379940945e-29	-0.04640236554785837	411709735895565e-33
2.25	-62.739502141845264	-0.6328127293597781	-8151465613615017e-29	-0.046361652590625066	41821419677137954e-35
2.3	-62.739549023623326	-0.6329255875444105	-7933931289727525e-29	-0.04632016912130364	4252025246103113e-34
2.35	-62.73958912819954	-0.6331116731510128	-6780687122898144e-29	-0.04627910563749535	42031380117842837e-35
2.4	-62.73961992103483	-0.6333083093119523	-742496342187593e-28	-0.04623971717091903	41881046781004535e-35
2.45	-62.739639682570164	-0.6334584603659199	-767025332137905e-28	-0.04620310449186006	4122145628496394e-34
2.5	-62.73964761098628	-0.6335185988310106	-6895872761703004e-29	-0.04617002820039655	4274029935953962e-34
2.55	-62.73964384857665	-0.6334639927884773	-55382781694035543e-30	-0.04614078135557135	4194964558362406e-34
2.6	-62.73962943198224	-0.6332908382211772	-5103903411018962e-29	-0.046115136231371104	5068214998395072e-34
2.65	-62.73960617284021	-0.6330151551871972	-5748526654691943e-29	-0.04609236903280084	10961425460032325e-34
2.7	-62.73957648090211	-0.6326688390288836	-6658215645494181e-29	-0.04607135511928578	25750864934287227e-34
2.75	-62.73954314603627	-0.6322936427804737	-7076284003204591e-29	-0.046050717640101865	6368543413013988e-33
2.8	-62.73950909832247	-0.6319341153642326	-5882794251732548e-29	-0.046029005915972664	1615784176010794e-32
2.85	-62.73947716654085	-0.631630605056614	-6950343078848675e-29	-0.04600487702349928	38962833261204426e-33
2.9	-62.739449854742716	-0.6314133568367944	-5948366799124472e-29	-0.045977255093923086	7340410259825735e-32
2.95	-62.739429154319595	-0.6312985071193513	-7531475443300906e-29	-0.04594544745840953	16608846561892506e-32
3	-62.73941640542809	-0.6312864509608929	-615792139502247e-28	-0.04590920423590771	33139947706258113e-32
3.05	-62.73941221702658	-0.6313626786019811	-6362618765187733e-29	-0.04586871686245028	6265840320775967e-31
3.1	-62.739416449643855	-0.6315008078875441	-6965261700742076e-29	-0.04582456001636986	8893164749457327e-31
3.15	-62.739428259754575	-0.6316672301560813	-6784156569850097e-29	-0.04577758925416746	1027213283069196e-30
3.2	-62.73944619969066	-0.631826581314072	-6426109644408484e-29	-0.045728812115549564	16699708926880722e-31
3.25	-62.73946836281024	-0.631947171552753	-55757481964846534e-30	-0.04567925388397476	276142443540505e-29
3.3	-62.73949256042454	-0.6320055611922393	-52138848793958914e-30	-0.04562983599400662	47493441923766715e-31
3.35	-62.73951651500079	-0.6319896415628079	-4740999259844614e-29	-0.04558128470213316	8179207382533429e-30
3.4	-62.73953805350189	-0.6318998373274761	-43413189709795574e-30	-0.04553408021296785	126181198450459e-28
3.45	-62.73955528533561	-0.6317483478137007	-4370462325375968e-29	-0.045488447439845786	17436068947161753e-30
3.5	-62.73956675122578	-0.631556643012563	-4584874147006701e-29	-0.04544439209445608	2236867971854021e-29
3.55	-62.73957153213354	-0.6313516808906147	-51833537462186996e-30	-0.045401759364983946	26566249255822064e-30
3.6	-62.73956931088071	-0.6311614815675815	-46341402937244425e-30	-0.04536031775323719	3593690783672731e-29
3.65	-62.73956038309434	-0.6310107595531786	-5124026203340293e-29	-0.04531984418108666	574158800489918e-28
3.7	-62.73954561816144	-0.6309172727041875	-561113655539458e-28	-0.04528019390017103	9992243452995724e-29
3.75	-62.73952637472367	-0.6308894072380505	-6718584022458174e-29	-0.045241340615690406	17001093239088914e-29
3.8	-62.73950437862973	-0.6309253072763692	-5597605712281961e-29	-0.045203392902543556	2683305429883868e-28
3.85	-62.73948157391325	-0.6310136097760775	-6221412274243221e-29	-0.04516660097468529	3997485317163312e-28
3.9	-62.73945995916504	-0.6311356000829298	-8563982856202301e-29	-0.04513130747101603	6193326477588725e-28
3.95	-62.73944142243272	-0.6312683964648736	-817436396349791e-28	-0.045097884179671255	7417186639323257e-28
4	-62.73942758765622	-0.6313886332193188	-8685413499520678e-29	-0.04506661718002792	10470106052237517e-28
4.05	-62.739419684391734	-0.6314760593481645	-10030171138097899e-29	-0.04503763144531957	15537239753126206e-28
4.1	-62.739418450612526	-0.6315165075158838	-10388565008234707e-29	-0.045010853627382025	19888749535702596e-28
4.15	-62.739424075726525	-0.63150380665805	-11936285293501214e-29	-0.044985981375369924	26535752345798034e-28
4.2	-62.73943618771989	-0.6314403900472705	-10965534036344593e-29	-0.04496255501066054	3800766343817023e-27
4.25	-62.739453884775195	-0.6313365593242692	-11505379982068575e-29	-0.044939900835346214	48671143960000655e-28
4.3	-62.739475808729395	-0.6312085713175073	-10968656538601351e-29	-0.044917211009815036	6578905814381499e-27
4.35	-62.73950025401924	-0.6310758873285762	-8147996166663063e-29	-0.04489361759289673	8327932093090685e-27
4.4	-62.73952530345203	-0.6309580388323861	-7620987174661309e-29	-0.04486828175532821	9414093521212783e-27
4.45	-62.739548980395	-0.6308716045524464	-565901492333154e-28	-0.044840482310050764	11369078300932602e-27
4.5	-62.7395694050033	-0.6308277579605798	-16868451080398472e-30	-0.044809683720702785	15066066003646112e-27
4.55	-62.73958494238325	-0.6308307395275856	34182726094122984e-30	-0.044775583381225115	20633652125331846e-27
4.6	-62.739594331395324	-0.6308774534335935	13794347608619972e-29	-0.044738143068113606	285903335963682e-25
4.65	-62.73959678403635	-0.6309582091402017	2804301929559827e-28	-0.044697574619385456	40607258500853133e-27
4.7	-62.73959204760296	-0.6310584522295202	5256177437740206e-28	-0.04465427870094297	5688330766312337e-26
4.75	-62.73958042486912	-0.6311611828801016	8610404056419441e-28	-0.04460879627734331	7443710671048894e-26
4.8	-62.73956275118602	-0.6312496656353894	13547340332875635e-28	-0.044561746347930725	9560811095977074e-26
4.85	-62.73954032999219	-0.6313100038107398	2026660089748944e-27	-0.04451381760991724	1208798473193235e-25
4.9	-62.73951483195876	-0.6313331873523682	2891728523302106e-27	-0.044465677082594475	15690829366695063e-26
4.95	-62.73948816515794	-0.6313163172482026	3958318048336018e-27	-0.044417926416237936	19881027321374534e-26
5	-62.73946232682823	-0.6312628455142434	52070708855822545e-28	-0.044370983233044566	23241068006044962e-26

L= 50  beta= 8.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t 	 E 	 mag_x 	 mag_z 	 corr 	 err
0.05	-63.251785016945036	-0.6356178420902968	-2551431288466688e-29	-0.14841262322588836	41392983926095407e-35
0.1	-63.32800096136882	-0.6356586123937265	-25070223674816816e-30	-0.14839684731806768	4072358687316515e-34
0.15	-63.476657312617846	-0.6357702913299736	-7591149930874508e-30	-0.1483675827404743	42433906977198933e-35
0.2	-63.73464665515111	-0.6360262591471293	6238065619612598e-30	-0.14831123450553388	39745041084741115e-35
0.25	-64.13064710215653	-0.6365475107547136	12587153541687712e-30	-0.14820446013069455	39786678420193894e-35
0.3	-64.66317635149971	-0.6375080032828739	6050715484207103e-30	-0.14801180951813125	4130091967828835e-34
0.35	-65.28014671687066	-0.6391201745638329	17312540290248535e-30	-0.14768660885993123	39773969054067807e-35
0.4	-65.87524835949097	-0.6415920583131954	16632528687665626e-30	-0.14717794011555546	37403280697502873e-35
0.45	-66.31242551369834	-0.6450591135947693	34659775050016606e-30	-0.14644485797220724	4149186300105734e-34
0.5	-66.47408708608585	-0.6495107304611003	3797656633608426e-29	-0.1454742439700269	36326330182603193e-35
0.55	-66.3107220136131	-0.6547427706035964	3490263633665336e-29	-0.14429352457267103	3144781426709049e-34
0.6	-65.8639040759349	-0.6603626184100132	2248201624865942e-29	-0.14296961184363022	33481305519317993e-35
0.65	-65.24839352250578	-0.6658515645800334	29851121574608896e-30	-0.1415931763446777	40196990004652896e-35
0.7	-64.60369818892242	-0.6706638418480729	14099832412739488e-30	-0.1402565929326276	38426297266151607e-35
0.75	-64.042810716285	-0.6743283512613201	2205874372052108e-29	-0.139036128438124	37987337886045796e-35
0.8	-63.62350110371015	-0.6765238414368675	22364055052292997e-30	-0.13798346940634504	3910041445201849e-34
0.85	-63.34961326206728	-0.6771140836065537	17812140651329855e-30	-0.13712517068392005	3035142470295895e-34
0.9	-63.19180652813215	-0.6761452630859297	23328561304936102e-30	-0.13646614742237512	34743991648658396e-35
0.95	-63.111119964569454	-0.6738165916459231	25375535006588734e-30	-0.13599437305274142	37388599184685882e-35
1	-63.07436678923278	-0.6704366325198476	40342729157316626e-30	-0.1356856296624095	34618646051171265e-35
1.05	-63.05942193696494	-0.666375187741518	3722022690055837e-29	-0.13550801821749361	3988529373708739e-34
1.1	-63.054002936880494	-0.6620171341849845	26742497105658458e-30	-0.13542611186002812	3809833289346296e-34
1.15	-63.05226734185932	-0.6577220475295681	29358460107431483e-30	-0.1354046161459585	4043836841790556e-34
1.2	-63.05179466111803	-0.6537920305651286	3468059173172833e-29	-0.1354113959003731	422837126270641e-33
1.25	-63.05170179611629	-0.6504493514488152	4155703559050039e-29	-0.1354197515114109	39601137452167015e-35
1.3	-63.051702378158296	-0.6478247785865188	49661663670264033e-30	-0.13540986353222906	41450807947895515e-35
1.35	-63.05171309528673	-0.6459566404747379	6895872761703004e-29	-0.13536937595770976	38249007985964893e-35
1.4	-63.051712189459636	-0.6447996718202853	7067263441129512e-29	-0.13529315729006788	39585494772451295e-35
1.45	-63.05169513323255	-0.6442417843651074	6688399833976177e-29	-0.13518235470541046	42022429431648146e-35
1.5	-63.05166237322668	-0.6441261821706843	5880712583561376e-29	-0.1350429241623498	41100968073601935e-35
1.55	-63.051616234997596	-0.6442758386956615	5700301342059788e-29	-0.13488386271578268	4032006610566416e-34
1.6	-63.0515600845048	-0.6445173166550817	6532274721138265e-29	-0.13471538273494837	39546243040887504e-35
1.65	-63.051497945909446	-0.6447012327597672	48933079810353775e-30	-0.13454724903224585	40987120623565174e-35
1.7	-63.051434177490606	-0.6447172907591443	5420663917732327e-29	-0.13438745562977508	4110876271010295e-34
1.75	-63.05137314438804	-0.6445026344541629	49328596762876487e-30	-0.1342413573362442	409464186743005e-33
1.8	-63.05131889844198	-0.6440431928299757	3962802308521418e-29	-0.1341113021729193	3887779466617229e-34
1.85	-63.05127488784848	-0.6433685820460866	2868538739875248e-29	-0.13399674375268228	4078676232688252e-34
1.9	-63.05124371888084	-0.6425418837786727	311972669919669e-28	-0.13389475537048312	39878041136664397e-35
1.95	-63.05122698773084	-0.6416461501680877	14183099139586375e-30	-0.1338008250987447	41193189743303804e-35
2	-63.051225194529366	-0.6407697398517355	-12281842209915794e-31	-0.13370978862596553	682597135612143e-33
2.05	-63.05123774463979	-0.6399925534011262	-39621084191310274e-31	-0.13361675235273796	14728966252580526e-34
2.1	-63.05126303498173	-0.6393749345010618	-11199374760906267e-30	-0.13351787556248862	3332986722799074e-33
2.15	-63.051298616166065	-0.6389504931255059	-12649603586822877e-30	-0.13341091222122958	7153470179627206e-33
