L= 50  beta= 0.5  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 10.0
# t 	 E 	 mag 	 corr 	 err
4.735	-265.0413405806385	-0.46369605967160643	10766326335135764e-27	4504913858801614e-21
4.74	-265.0406023705966	-0.4637405806547641	3604204433664709e-27	4522509780055571e-21
4.745	-265.0394519413365	-0.4637815645227597	-4990387670571809e-27	4547958426651466e-21
4.75	-265.0379521400182	-0.4638171756379511	-1461649253644487e-26	4581779635435395e-21
4.755	-265.03618272693586	-0.46384576087904517	-2480197799847263e-26	4624780571093759e-21
4.76	-265.0342365480828	-0.46386593095386713	-3503895309471188e-26	4678522103571947e-21
4.765	-265.03221509653736	-0.4638766321630138	-4482188922265906e-26	4745535795381443e-21
4.77	-265.0302236636468	-0.4638772047509305	-5368387448702861e-26	4829182400187184e-21
4.775	-265.02836629999683	-0.4638674245172254	-6122665937884435e-26	49331427160931836e-22
4.78	-265.02674081830617	-0.4638475250937025	-6714123614184484e-26	5060635618382551e-21
4.785	-265.0254340732811	-0.463818199186234	-7121745673406641e-26	5213536617582583e-21
4.79	-265.0245177457632	-0.46378057809116446	-7334324703228907e-26	5391604045663793e-21
4.795	-265.02404483874807	-0.4637361898711089	-7349582512470234e-26	5592002566913152e-21
4.8	-265.02404706183404	-0.46368689766021554	-7172852397339859e-26	5809251482156447e-21
4.805	-265.0245332391515	-0.463634820606625	-6815707220508534e-26	6035634995631447e-21
4.81	-265.02548882656026	-0.46358224089541566	-6294848555415252e-26	6262015722054418e-21
4.815	-265.02687656936746	-0.4635315010772062	-563143278187885e-25	6478913015765783e-21
4.82	-265.02863827494	-0.4634848965107625	-4850846200551153e-26	6677659434970408e-21
4.825	-265.0306976186637	-0.46344456807718026	-39827992849186807e-27	6851437973578542e-21
4.83	-265.0329638492195	-0.46341240041320664	-3061521186741538e-26	69960283834643415e-22
4.835	-265.0353362131526	-0.4633899307315328	-21258068371629795e-27	7110147727125005e-21
4.84	-265.03770888123245	-0.46337827284977035	-1218689332548522e-26	7195349799301178e-21
4.845	-265.0399761321823	-0.4633780603566755	-38656323431537065e-28	72555356075220666e-22
4.85	-265.0420375342549	-0.4633894119373003	3223402446706103e-27	7296200029481878e-21
4.855	-265.04380286321765	-0.463411920804474	8601311824270832e-27	7323574183140205e-21
4.86	-265.0451965072617	-0.4634446689985828	1181990862587818e-26	734380950027294e-20
4.865	-265.04616113598547	-0.46348626608520294	12492516877709672e-27	7362304301027064e-21
4.87	-265.0466604513009	-0.46353491056792334	10325540158285316e-27	738323027402117e-20
4.875	-265.0466808904331	-0.4635884712058622	5147811948742501e-27	7409298551084651e-21
4.88	-265.04623221064344	-0.4636445844382477	-3065107415115179e-27	7441806090821052e-21
4.885	-265.0453469459236	-0.4637007633168021	-14174175461333821e-27	7480991418946327e-21
4.89	-265.04407878189033	-0.4637545127644811	-27869796573792212e-27	7526677937690494e-21
4.895	-265.0424999428652	-0.46380344564263964	-43676250652719954e-27	7579097104173036e-21
4.9	-265.04069772333645	-0.46384539403572056	-6096894952343885e-26	7639697746827094e-21
4.905	-265.03877032616776	-0.463878510363272	-7900496965359368e-26	7711705240496807e-21
4.91	-265.0368221940007	-0.4639013534002897	-9696593174997412e-26	7800222176949854e-21
4.915	-265.03495903989517	-0.46391295501075325	-1140105409103339e-25	7911758961440997e-21
4.92	-265.03328279843583	-0.46391286434178153	-1293322878346157e-25	8053222220701607e-21
4.925	-265.03188672762565	-0.463901167338608	-14221637342141057e-26	8230532551857479e-21
4.93	-265.03085089250226	-0.46387848066490195	-15208928941803042e-26	8447152804778339e-21
4.935	-265.03023825119635	-0.4638459203839423	-15855500118914663e-26	8702854981509748e-21
4.94	-265.03009154166637	-0.4638050470073371	-1614134561736995e-25	89930243754552e-19
4.945	-265.0304311326177	-0.4637577896848887	-16065997001581087e-26	9308698587939078e-21
4.95	-265.03125395664824	-0.46370635333281895	-15646733547300524e-26	9637389349810027e-21
4.955	-265.03253359015315	-0.46365311332685477	-14915542765890996e-26	9964571862980279e-21
4.96	-265.03422148608513	-0.46360050297974964	-13915487082165364e-26	10275587312926446e-21
4.965	-265.03624930598505	-0.46355089935001703	-12697157891842072e-26	10557618771569872e-21
4.97	-265.038532240176	-0.4635065129724681	-11315776717813213e-26	10801383930508528e-21
4.975	-265.0409731529304	-0.4634692868585435	-9829280597632201e-26	11002240678729446e-21
4.98	-265.04346734573767	-0.4634408095975636	-8297461962116249e-26	11160513647089726e-21
4.985	-265.0459076989599	-0.4634222466268122	-6781973540747761e-26	11281003135463558e-21
4.99	-265.04818993193874	-0.4634142927711203	-53467992259188607e-27	11371803451100562e-21
4.995	-265.0502177150272	-0.4634171480356042	-4058670960665146e-26	11442695752279062e-21
5	-265.0519073746265	-0.4634305174312757	-2986907262372014e-26	11503450318649913e-21

